5.472498e+05 4.141166e+06 0
5.442742e+05 4.139697e+06 0
5.412821e+05 4.138532e+06 0
5.382650e+05 4.137685e+06 0
5.351054e+05 4.136988e+06 0
5.318235e+05 4.136592e+06 0
5.284899e+05 4.136500e+06 0
5.251632e+05 4.136626e+06 0
5.219048e+05 4.137056e+06 0
5.187822e+05 4.137773e+06 0
5.158089e+05 4.138629e+06 0
5.129420e+05 4.139783e+06 0
5.100284e+05 4.141224e+06 0
5.072925e+05 4.142778e+06 0
5.046374e+05 4.144730e+06 0
5.022814e+05 4.146718e+06 0
4.999540e+05 4.148929e+06 0
4.979402e+05 4.151377e+06 0
4.960871e+05 4.153900e+06 0
4.943958e+05 4.156598e+06 0
4.930449e+05 4.159378e+06 0
4.917799e+05 4.162400e+06 0
4.908433e+05 4.165339e+06 0
4.901726e+05 4.168374e+06 0
4.896550e+05 4.171533e+06 0
4.894693e+05 4.174775e+06 0
4.895455e+05 4.178018e+06 0
4.898096e+05 4.181212e+06 0
4.904134e+05 4.184284e+06 0
4.912941e+05 4.187520e+06 0
4.923611e+05 4.190633e+06 0
4.937649e+05 4.193573e+06 0
4.953895e+05 4.196427e+06 0
4.970608e+05 4.199020e+06 0
4.990746e+05 4.201426e+06 0
5.012234e+05 4.203722e+06 0
5.036779e+05 4.206001e+06 0
5.062927e+05 4.207908e+06 0
5.463638e+05 4.143995e+06 0
5.484772e+05 4.142719e+06 0
5.441477e+05 4.142660e+06 0
5.413421e+05 4.141475e+06 0
5.385879e+05 4.140718e+06 0
5.357130e+05 4.139964e+06 0
5.327745e+05 4.139523e+06 0
5.298084e+05 4.139361e+06 0
5.268250e+05 4.139383e+06 0
5.238925e+05 4.139528e+06 0
5.209258e+05 4.140070e+06 0
5.180926e+05 4.140878e+06 0
5.152502e+05 4.141800e+06 0
5.125454e+05 4.143032e+06 0
5.099708e+05 4.144448e+06 0
5.074698e+05 4.146057e+06 0
5.051382e+05 4.147904e+06 0
5.029733e+05 4.149834e+06 0
5.009516e+05 4.152017e+06 0
4.991261e+05 4.154390e+06 0
4.974952e+05 4.156825e+06 0
