Port Chicago, CA Port Chicago, CA: Data Inventory 
Station ID: 9415144 Page Help 

Meteorological Observations

Station Date      Time Wind Sp Wind Dr Wind Gt Air Tmp H2O Tmp Baro Pr
DCP#:                        1       1       1       1       1       1
Units:                 Mtr/Sec Degrees Mtr/Sec  Degr C  Degr C   mbars
Data%:  StnDtm     GMT  97.728  97.728  97.728  97.567  97.527  97.581  
Maximum:                14.100 344.000  17.900  28.000  22.300 1023.60  
Minimum:                 0.000   1.000   0.000   9.300  16.300 1009.00  
------- -------- ----- ------- ------- ------- ------- ------- ------- 
9415144 20050507 08:54   3.700 214.000   4.200  13.100  17.600 1017.50
9415144 20050507 09:00   3.100 213.000   4.000  12.800  17.600 1017.40
9415144 20050507 09:06   4.000 216.000   4.800  12.900  17.600 1017.50
9415144 20050507 09:12   3.900 219.000   4.400  12.500  17.600 1017.50
9415144 20050507 09:18   3.700 216.000   4.400  12.800  17.600 1017.40
9415144 20050507 09:24   3.400 216.000   4.500  12.500  17.600 1017.50
9415144 20050507 09:30   2.900 212.000   4.200  12.600  17.600 1017.40
9415144 20050507 09:36                                                
9415144 20050507 09:42   1.800 205.000   3.400  12.500  17.600 1017.00
9415144 20050507 09:48   2.300 209.000   3.300  13.100  17.600 1017.10
9415144 20050507 09:54   1.700 202.000   3.000  12.800  17.600 1017.20
9415144 20050507 10:00   1.500 189.000   2.900  12.200  17.600 1017.10
9415144 20050507 10:06   1.700 191.000   3.100  11.500  17.600 1017.00
9415144 20050507 10:12   2.400 188.000   3.800  11.500  17.600 1016.90
9415144 20050507 10:18   1.800 190.000   3.800  11.300  17.500 1017.00
9415144 20050507 10:24   2.900 184.000   3.700  11.500  17.500 1016.90
9415144 20050507 10:30   3.100 185.000   4.200  11.200  17.500 1017.10
9415144 20050507 10:36   1.900 193.000   4.100  11.400  17.500 1017.20
9415144 20050507 10:42   1.700 196.000   3.400  11.300  17.500 1017.10
9415144 20050507 10:48   1.900 197.000   3.400  12.100  17.500 1017.10
9415144 20050507 10:54   2.300 191.000   3.700  11.200  17.400 1017.10
9415144 20050507 11:00   1.600 201.000   3.300  11.200  17.400 1017.00
9415144 20050507 11:06   1.700 194.000   2.900  11.400  17.400 1017.00
9415144 20050507 11:12   1.000 197.000   3.300  11.200  17.400 1016.80
9415144 20050507 11:18   1.600 194.000   3.400  11.100  17.400 1017.00
9415144 20050507 11:24   1.500 194.000   3.300  10.800  17.400 1017.20
9415144 20050507 11:30   2.100 190.000   3.900  11.100  17.400 1017.30
9415144 20050507 11:36   2.300 188.000   3.900  10.700  17.400 1017.10
9415144 20050507 11:42   2.100 193.000   3.600  10.900  17.400 1017.10
9415144 20050507 11:48   2.700 185.000   3.700  10.400  17.400 1017.20
9415144 20050507 11:54   3.000 184.000   4.200  10.500  17.400 1017.40
9415144 20050507 12:00   3.500 181.000   4.200  10.500  17.400 1017.40
9415144 20050507 12:06   2.300 188.000   3.600  10.300  17.400 1017.20
9415144 20050507 12:12   0.800 195.000   2.600  10.200  17.400 1017.40
9415144 20050507 12:18   1.300 204.000   2.500  10.500  17.300 1017.40
9415144 20050507 12:24   0.900 194.000   2.200  10.600  17.300 1017.50
9415144 20050507 12:30   2.100 185.000   3.100  10.400  17.300 1017.50
9415144 20050507 12:36   2.400 183.000   3.100  10.700  17.300 1017.30
9415144 20050507 12:42   2.600 183.000   3.300  10.600  17.200 1017.30
9415144 20050507 12:48   2.400 186.000   3.600  10.600  17.100 1017.60
9415144 20050507 12:54   2.700 184.000   3.200  10.900  17.100 1017.80
9415144 20050507 13:00   2.200 186.000   3.100  11.300  17.100 1017.70
9415144 20050507 13:06                                                
9415144 20050507 13:12   2.800 182.000   3.600  10.700  17.100 1017.60
9415144 20050507 13:18                                                
9415144 20050507 13:24   2.800 179.000   3.700  11.100  17.000 1017.90
9415144 20050507 13:30   2.500 177.000   3.400  10.900  17.000 1018.00
9415144 20050507 13:36   2.100 181.000   2.900  10.800  17.000 1017.70
9415144 20050507 13:42   2.100 182.000   2.800  10.600  16.900 1017.70
9415144 20050507 13:48   2.500 179.000   2.900  10.800  16.900 1017.90
9415144 20050507 13:54   2.300 180.000   2.800  11.000  16.900 1018.10
9415144 20050507 14:00   2.600 179.000   3.000  11.100  16.800 1018.10
9415144 20050507 14:06   2.400 179.000   3.000  11.200  16.800 1017.80
9415144 20050507 14:12   1.800 182.000   2.900  11.200  16.800 1017.80
9415144 20050507 14:18   2.100 180.000   2.600  11.400  16.800 1018.00
9415144 20050507 14:24   1.200 184.000   2.600  12.000  16.800 1018.00
9415144 20050507 14:30   2.700 229.000   3.300  12.900  16.800 1018.10
9415144 20050507 14:36   4.100 229.000   4.900  13.100  16.800 1018.00
9415144 20050507 14:42   3.200 233.000   4.900  13.400  16.800 1017.80
9415144 20050507 14:48                                                
9415144 20050507 14:54   5.000 239.000   5.900  13.700  16.800 1017.90
9415144 20050507 15:00   5.200 242.000   6.100  13.700  16.800 1018.00
9415144 20050507 15:06   5.200 239.000   6.400  13.700  16.800 1017.90
9415144 20050507 15:12   4.600 248.000   6.400  13.500  16.800 1017.90
9415144 20050507 15:18   5.800 246.000   6.500  13.600  16.800 1018.00
9415144 20050507 15:24   5.600 252.000   7.000  13.600  16.900 1018.00
9415144 20050507 15:30   4.200 248.000   6.500  14.000  17.000 1018.00
9415144 20050507 15:36   5.500 243.000   6.500  14.000  17.200 1018.10
9415144 20050507 15:42   5.100 243.000   6.400  14.100  17.300 1018.10
9415144 20050507 15:48   5.900 242.000   7.400  14.000  17.300 1017.90
9415144 20050507 15:54   6.000 244.000   7.300  13.900  17.400 1017.90
9415144 20050507 16:00   5.300 241.000   7.400  14.300  17.400 1017.90
9415144 20050507 16:06   5.500 237.000   7.500  14.500  17.400 1018.20
9415144 20050507 16:12   5.300 243.000   7.300  14.200  17.500 1018.30
9415144 20050507 16:18   6.600 244.000   7.600  14.200  17.500 1018.30
9415144 20050507 16:24   5.900 255.000   6.700  14.400  17.600 1018.20
9415144 20050507 16:30   4.800 244.000   6.800  14.500  17.600 1018.20
9415144 20050507 16:36   5.800 246.000   6.600  14.400  17.600 1018.20
9415144 20050507 16:42   4.700 242.000   6.700  14.500  17.600 1018.20
9415144 20050507 16:48   5.300 237.000   7.000  14.600  17.600 1018.30
9415144 20050507 16:54   4.800 249.000   6.200  14.500  17.600 1018.40
9415144 20050507 17:00   4.600 252.000   6.200  14.700  17.600 1018.40
9415144 20050507 17:06   5.000 252.000   6.200  14.700  17.700 1018.10
9415144 20050507 17:12   4.700 252.000   6.100  14.700  17.700 1018.20
9415144 20050507 17:18   4.800 254.000   7.300  14.900  17.700 1018.40
9415144 20050507 17:24   6.000 257.000   6.900  14.800  17.700 1018.50
9415144 20050507 17:30   5.900 264.000   7.700  14.800  17.700 1018.50
9415144 20050507 17:36   6.300 262.000   7.700  14.700  17.700 1018.70
9415144 20050507 17:42   5.800 260.000   7.700  15.000  17.700 1018.80
9415144 20050507 17:48   6.500 258.000   8.200  15.100  17.700 1018.70
9415144 20050507 17:54   6.100 258.000   7.800  15.000  17.700 1018.50
9415144 20050507 18:00   6.100 262.000   7.300  15.100  17.700 1018.60
9415144 20050507 18:06   6.100 269.000   7.700  15.300  17.800 1018.50
9415144 20050507 18:12   6.400 261.000   7.500  15.100  17.800 1018.50
9415144 20050507 18:18   5.200 260.000   8.000  15.200  17.800 1018.40
9415144 20050507 18:24   5.900 260.000   6.900  15.300  17.800 1018.50
9415144 20050507 18:30   6.700 253.000   8.200  15.500  17.900 1018.40
9415144 20050507 18:36   5.800 258.000   7.300  15.600  17.900 1018.40
9415144 20050507 18:42   5.300 249.000   6.200  15.800  17.900 1018.20
9415144 20050507 18:48   5.500 257.000   6.900  15.800  18.000 1018.30
9415144 20050507 18:54   6.700 260.000   7.800  16.000  18.000 1018.30
9415144 20050507 19:00   6.700 256.000   8.400  15.700  18.000 1018.30
9415144 20050507 19:06   6.800 256.000   7.700  15.700  18.000 1018.30
9415144 20050507 19:12   5.800 260.000   8.000  16.000  18.000 1018.30
9415144 20050507 19:18   6.900 261.000   7.800  16.200  18.000 1018.10
9415144 20050507 19:24   6.600 259.000   7.000  16.200  17.900 1017.90
9415144 20050507 19:30   6.500 259.000   7.800  16.400  17.800 1017.90
9415144 20050507 19:36                                                
9415144 20050507 19:42   6.000 263.000   7.800  16.100  18.000 1017.90
9415144 20050507 19:48   6.000 260.000   6.900  16.300  18.100 1017.80
9415144 20050507 19:54   6.100 256.000   7.400  16.100  18.100 1017.80
9415144 20050507 20:00   6.800 261.000   7.400  16.400  18.100 1017.80
9415144 20050507 20:06   6.000 262.000   7.000  16.500  18.100 1017.50
9415144 20050507 20:12   7.100 259.000   7.800  16.500  18.100 1017.50
9415144 20050507 20:18   5.800 266.000   7.500  16.300  18.100 1017.60
9415144 20050507 20:24   5.700 265.000   6.600  16.800  18.200 1017.60
9415144 20050507 20:30   5.700 261.000   7.100  16.700  18.200 1017.60
9415144 20050507 20:36   6.100 260.000   7.000  16.900  18.000 1017.60
9415144 20050507 20:42   7.000 264.000   7.800  16.900  17.900 1017.60
9415144 20050507 20:48   5.800 266.000   6.900  17.100  17.900 1017.50
9415144 20050507 20:54   7.100 264.000   7.700  17.200  17.900 1017.30
9415144 20050507 21:00   7.400 263.000   8.000  17.300  17.900 1017.30
9415144 20050507 21:06   7.600 259.000   8.600  17.100  17.900 1017.40
9415144 20050507 21:12   7.300 254.000   8.400  17.100  17.900 1017.40
9415144 20050507 21:18   6.900 259.000   8.100  16.700  17.900 1017.50
9415144 20050507 21:24   6.500 262.000   7.800  17.200  17.900 1017.50
9415144 20050507 21:30   7.700 264.000   8.700  17.400  18.000 1017.60
9415144 20050507 21:36   7.300 265.000   8.800  17.100  18.000 1017.30
9415144 20050507 21:42   7.700 263.000   8.600  17.200  17.900 1017.20
9415144 20050507 21:48   7.200 264.000   9.000  17.000  18.000 1017.30
9415144 20050507 21:54   8.200 263.000   9.000  17.600  18.000 1017.20
9415144 20050507 22:00   6.700 261.000   8.600  17.500  17.900 1017.10
9415144 20050507 22:06   6.800 267.000   7.600  17.000  17.900 1017.00
9415144 20050507 22:12   7.900 261.000   8.800  17.400  17.900 1017.00
9415144 20050507 22:18   6.700 257.000   8.500  17.600  17.900 1017.00
9415144 20050507 22:24   6.500 264.000   7.300  17.800  17.900 1016.70
9415144 20050507 22:30   6.400 260.000   7.500  17.500  17.900 1016.70
9415144 20050507 22:36   7.100 256.000   8.300  17.500  17.900 1016.70
9415144 20050507 22:42   7.000 254.000   7.500  17.900  17.900 1016.70
9415144 20050507 22:48   6.400 252.000   7.500  18.000  17.900 1016.90
9415144 20050507 22:54   6.400 261.000   7.600  17.700  17.900 1016.90
9415144 20050507 23:00   6.700 257.000   7.600  17.900  17.900 1016.80
9415144 20050507 23:06   8.000 255.000   8.400  17.300  17.900 1016.40
9415144 20050507 23:12   7.600 255.000   8.400  17.900  17.900 1016.40
9415144 20050507 23:18   7.700 253.000   8.500  17.500  17.900 1016.60
9415144 20050507 23:24   7.400 248.000   9.300  18.100  17.900 1016.70
9415144 20050507 23:30   6.100 244.000   8.200  17.800  17.900 1016.60
9415144 20050507 23:36   7.200 253.000   8.400  17.600  18.000 1016.80
9415144 20050507 23:42   5.300 231.000   7.600  17.600  18.000 1016.90
9415144 20050507 23:48   7.800 241.000   8.900  17.400  18.000 1016.80
9415144 20050507 23:54   7.400 234.000   8.500  17.500  18.000 1016.60
9415144 20050508 00:00   7.100 231.000   8.300  17.200  18.000 1016.70
9415144 20050508 00:06   7.800 231.000   8.600  17.000  18.000 1016.70
9415144 20050508 00:12   6.800 231.000   8.600  17.000  18.000 1016.80
9415144 20050508 00:18   6.700 235.000   8.000  17.100  18.000 1016.70
9415144 20050508 00:24   6.600 232.000   8.000  16.800  18.000 1016.70
9415144 20050508 00:30   6.900 235.000   7.700  16.600  18.000 1016.60
9415144 20050508 00:36   7.300 239.000   8.900  16.600  18.000 1016.60
9415144 20050508 00:42   6.500 239.000   7.700  16.500  18.000 1016.60
9415144 20050508 00:48   6.500 232.000   8.400  16.500  18.000 1016.70
9415144 20050508 00:54   5.600 231.000   7.900  16.600  18.100 1016.60
9415144 20050508 01:00   6.500 230.000   8.500  16.200  18.200 1016.70
9415144 20050508 01:06   7.900 241.000   9.500  16.500  18.200 1016.70
9415144 20050508 01:12   8.300 232.000   9.500  16.000  18.200 1016.50
9415144 20050508 01:18   6.700 232.000   8.900  16.300  18.200 1016.60
9415144 20050508 01:24   8.000 232.000   8.700  16.000  18.200 1016.60
9415144 20050508 01:30   7.300 232.000   9.700  16.000  18.100 1016.70
9415144 20050508 01:36   7.700 231.000   9.500  15.900  18.100 1016.60
9415144 20050508 01:42   6.800 226.000   9.200  15.900  18.000 1016.60
9415144 20050508 01:48   7.400 235.000   9.300  15.900  18.100 1016.70
9415144 20050508 01:54   5.900 230.000   7.400  15.600  18.100 1016.70
9415144 20050508 02:00   6.200 239.000   7.100  15.900  18.000 1016.70
9415144 20050508 02:06   6.900 249.000   8.400  16.100  18.000 1016.30
9415144 20050508 02:12   8.000 244.000   8.800  15.700  18.000 1016.30
9415144 20050508 02:18   6.400 239.000   8.500  15.800  18.000 1016.60
9415144 20050508 02:24   6.400 235.000   7.300  15.800  18.000 1016.50
9415144 20050508 02:30   6.200 231.000   7.600  15.700  17.900 1016.60
9415144 20050508 02:36   5.000 233.000   6.900  15.400  17.900 1016.50
9415144 20050508 02:42   5.200 227.000   6.800  15.200  17.900 1016.60
9415144 20050508 02:48   4.900 227.000   6.600  15.200  17.900 1016.60
9415144 20050508 02:54   4.400 224.000   6.200  15.300  17.800 1016.60
9415144 20050508 03:00   4.300 223.000   6.200  15.300  17.800 1016.40
9415144 20050508 03:06   5.100 225.000   5.900  15.100  17.800 1016.40
9415144 20050508 03:12   4.200 218.000   5.000  14.900  17.800 1016.40
9415144 20050508 03:18   4.100 222.000   5.800  14.900  17.800 1016.40
9415144 20050508 03:24   5.300 224.000   6.300  14.800  17.800 1016.50
9415144 20050508 03:30   4.700 220.000   6.000  15.200  17.700 1016.40
9415144 20050508 03:36   3.700 214.000   5.500  14.800  17.700 1016.50
9415144 20050508 03:42   4.900 220.000   5.600  14.900  17.700 1016.70
9415144 20050508 03:48   4.800 216.000   5.600  14.800  17.700 1016.30
9415144 20050508 03:54   4.500 219.000   5.500  14.700  17.700 1016.40
9415144 20050508 04:00   6.300 225.000   7.000  14.900  17.800 1016.40
9415144 20050508 04:06   6.300 224.000   8.000  14.800  17.800 1016.50
9415144 20050508 04:12   6.200 226.000   8.400  14.400  17.800 1016.60
9415144 20050508 04:18   6.600 224.000   8.600  14.900  17.800 1016.70
9415144 20050508 04:24   7.100 222.000   8.400  14.800  17.800 1016.60
9415144 20050508 04:30   6.300 225.000   7.700  14.800  17.800 1016.60
9415144 20050508 04:36   4.800 224.000   6.900  14.700  17.800 1016.80
9415144 20050508 04:42   5.500 228.000   6.900  14.800  17.800 1016.90
9415144 20050508 04:48   5.000 230.000   7.600  14.800  17.800 1017.00
9415144 20050508 04:54   3.700 224.000   6.300  14.500  17.700 1017.10
9415144 20050508 05:00   3.700 232.000   5.100  14.500  17.800 1016.80
9415144 20050508 05:06   5.100 225.000   6.300  14.700  17.800 1017.00
9415144 20050508 05:12   4.900 230.000   7.000  14.400  17.800 1017.00
9415144 20050508 05:18   4.800 224.000   6.100  14.500  17.800 1017.10
9415144 20050508 05:24   4.700 224.000   6.500  14.200  17.800 1017.00
9415144 20050508 05:30   4.800 224.000   6.100  14.600  17.800 1017.20
9415144 20050508 05:36   5.000 227.000   6.800  14.400  17.800 1017.10
9415144 20050508 05:42   4.700 229.000   6.400  14.500  17.800 1016.90
9415144 20050508 05:48   4.700 225.000   6.300  14.400  17.800 1017.10
9415144 20050508 05:54   4.300 226.000   5.300  14.400  17.800 1017.10
9415144 20050508 06:00   4.000 225.000   5.300  14.100  17.800 1017.20
9415144 20050508 06:06   4.800 227.000   5.700  14.500  17.800 1017.20
9415144 20050508 06:12   3.900 227.000   5.700  14.100  17.800 1017.00
9415144 20050508 06:18   4.700 225.000   6.500  14.300  17.800 1017.00
9415144 20050508 06:24   4.000 224.000   6.000  14.200  17.800 1017.00
9415144 20050508 06:30   5.200 223.000   6.000  14.200  17.800 1017.00
9415144 20050508 06:36   4.800 228.000   6.500  14.300  17.800 1016.90
9415144 20050508 06:42   4.300 226.000   6.100  14.300  17.800 1017.00
9415144 20050508 06:48   4.800 227.000   5.800  14.300  17.800 1016.70
9415144 20050508 06:54   4.300 224.000   5.700  14.200  17.800 1016.80
9415144 20050508 07:00   4.300 227.000   5.800  14.200  17.800 1016.60
9415144 20050508 07:06   4.800 230.000   5.800  14.400  17.800 1016.90
9415144 20050508 07:12   4.800 236.000   6.700  14.700  17.800 1017.10
9415144 20050508 07:18   4.700 232.000   6.100  14.500  17.800 1017.00
9415144 20050508 07:24   4.200 221.000   5.700  14.000  17.800 1016.60
9415144 20050508 07:30   4.000 219.000   4.700  14.200  17.800 1016.70
9415144 20050508 07:36   3.500 223.000   4.400  14.200  17.800 1016.90
9415144 20050508 07:42   3.300 223.000   4.100  14.100  17.800 1016.90
9415144 20050508 07:48   3.600 227.000   3.900  14.200  17.800 1016.70
9415144 20050508 07:54   3.900 229.000   4.300  14.300  17.700 1016.70
9415144 20050508 08:00   3.700 234.000   4.400  14.200  17.700 1016.50
9415144 20050508 08:06   3.300 232.000   4.300  14.600  17.700 1016.70
9415144 20050508 08:12   2.700 229.000   3.300  14.400  17.700 1016.50
9415144 20050508 08:18   3.300 228.000   3.700  14.300  17.700 1016.40
9415144 20050508 08:24   3.200 235.000   3.800  14.300  17.700 1016.40
9415144 20050508 08:30   2.900 236.000   3.600  14.700  17.700 1016.40
9415144 20050508 08:36   3.300 229.000   3.800  14.500  17.700 1016.20
9415144 20050508 08:42   3.300 229.000   4.200  14.700  17.700 1015.90
9415144 20050508 08:48   2.500 230.000   3.800  14.400  17.700 1016.00
9415144 20050508 08:54   0.300 199.000   3.500  13.800  17.700 1015.90
9415144 20050508 09:00   2.000 229.000   3.000  14.300  17.700 1015.90
9415144 20050508 09:06   0.700 183.000   3.000  14.300  17.700 1015.80
9415144 20050508 09:12   2.300 205.000   3.200  14.500  17.700 1015.70
9415144 20050508 09:18   2.100 229.000   2.800  14.600  17.700 1015.70
9415144 20050508 09:24   0.300 206.000   1.500  14.100  17.700 1015.70
9415144 20050508 09:30   2.000 214.000   2.500  13.800  17.700 1015.80
9415144 20050508 09:36   2.300 185.000   3.800  14.300  17.700 1015.70
9415144 20050508 09:42   2.900 178.000   4.500  14.600  17.700 1015.40
9415144 20050508 09:48   3.300 173.000   4.000  14.700  17.700 1015.50
9415144 20050508 09:54   3.200 175.000   4.400  14.500  17.700 1015.50
9415144 20050508 10:00   3.400 180.000   4.700  14.400  17.600 1015.50
9415144 20050508 10:06   3.500 177.000   4.900  14.400  17.700 1015.50
9415144 20050508 10:12   3.700 169.000   4.400  14.700  17.600 1015.50
9415144 20050508 10:18   3.500 181.000   4.800  14.600  17.600 1015.40
9415144 20050508 10:24   2.200 182.000   4.000  14.400  17.600 1015.40
9415144 20050508 10:30   3.100 170.000   4.100  14.700  17.600 1015.50
9415144 20050508 10:36   3.100 179.000   3.800  14.300  17.600 1015.40
9415144 20050508 10:42   1.400 189.000   3.200  13.800  17.600 1015.50
9415144 20050508 10:48                                                
9415144 20050508 10:54   1.200 223.000   2.100  14.100  17.600 1015.30
9415144 20050508 11:00   2.100 228.000   2.600  14.700  17.600 1015.30
9415144 20050508 11:06   2.300 220.000   2.800  13.900  17.600 1015.20
9415144 20050508 11:12   0.700 213.000   2.700  13.500  17.600 1015.30
9415144 20050508 11:18   1.000  98.000   2.200  14.400  17.500 1015.00
9415144 20050508 11:24   2.200 100.000   2.400  12.600  17.500 1014.80
9415144 20050508 11:30   1.600 108.000   2.200  14.200  17.500 1014.80
9415144 20050508 11:36   1.600 136.000   2.500  15.000  17.500 1015.00
9415144 20050508 11:42   2.300 144.000   3.000  13.700  17.500 1015.10
9415144 20050508 11:48   2.500 145.000   3.200  13.900  17.500 1014.90
9415144 20050508 11:54   1.000 140.000   3.100  12.900  17.500 1014.90
9415144 20050508 12:00   1.400 137.000   2.100  15.400  17.500 1014.70
9415144 20050508 12:06   0.200 142.000   2.200  12.900  17.500 1014.70
9415144 20050508 12:12   0.000 151.000   0.100  14.100  17.500 1014.80
9415144 20050508 12:18   1.200 152.000   2.000  12.200  17.500 1014.70
9415144 20050508 12:24   1.000 161.000   2.300  13.800  17.500 1014.90
9415144 20050508 12:30   0.800 192.000   2.700  13.300  17.500 1015.10
9415144 20050508 12:36   1.400 187.000   2.700  12.700  17.500 1014.90
9415144 20050508 12:42   2.100 168.000   3.100  13.300  17.500 1014.90
9415144 20050508 12:48   0.900 144.000   2.600  13.400  17.500 1015.00
9415144 20050508 12:54   2.100 139.000   3.100  13.200  17.500 1015.10
9415144 20050508 13:00   2.000 143.000   2.700  13.800  17.500 1015.10
9415144 20050508 13:06   1.700 151.000   3.000  13.200  17.500 1014.90
9415144 20050508 13:12   2.700 157.000   4.000  13.800  17.500 1014.80
9415144 20050508 13:18   3.500 153.000   4.900  12.700  17.500 1014.90
9415144 20050508 13:24   2.800 153.000   4.300  12.900  17.500 1014.70
9415144 20050508 13:30   3.000 155.000   4.400  13.200  17.500 1014.80
9415144 20050508 13:36   3.100 170.000   4.300  12.900  17.500 1014.80
9415144 20050508 13:42   2.700 168.000   4.700  13.200  17.500 1014.60
9415144 20050508 13:48   2.800 167.000   4.300  13.000  17.500 1014.60
9415144 20050508 13:54   2.900 170.000   4.300  13.300  17.500 1014.70
9415144 20050508 14:00   3.000 164.000   4.100  13.800  17.500 1014.80
9415144 20050508 14:06   3.200 156.000   5.000  13.200  17.500 1014.70
9415144 20050508 14:12   2.800 155.000   4.900  13.900  17.400 1014.60
9415144 20050508 14:18   2.400 167.000   3.900  14.300  17.500 1014.90
9415144 20050508 14:24   1.800 163.000   3.500  13.800  17.400 1015.00
9415144 20050508 14:30   2.300 158.000   4.000  13.400  17.400 1015.00
9415144 20050508 14:36   2.800 145.000   4.200  13.500  17.400 1014.60
9415144 20050508 14:42   2.200 160.000   4.200  13.600  17.300 1014.60
9415144 20050508 14:48   3.000 156.000   4.200  13.600  17.300 1014.70
9415144 20050508 14:54   2.500 148.000   4.100  13.700  17.300 1014.80
9415144 20050508 15:00   2.900 142.000   4.500  13.700  17.200 1014.80
9415144 20050508 15:06   2.700 144.000   3.900  13.700  17.200 1014.70
9415144 20050508 15:12   2.800 159.000   4.600  13.700  17.200 1014.60
9415144 20050508 15:18   2.500 171.000   3.400  13.800  17.300 1014.80
9415144 20050508 15:24   3.000 172.000   4.200  13.800  17.200 1014.80
9415144 20050508 15:30   3.300 161.000   4.300  13.900  17.200 1014.80
9415144 20050508 15:36   2.300 141.000   3.500  14.100  17.200 1014.70
9415144 20050508 15:42   2.700 113.000   3.500  14.000  17.200 1014.50
9415144 20050508 15:48   1.600 105.000   2.700  14.000  17.200 1014.60
9415144 20050508 15:54   1.800  96.000   2.500  13.800  17.200 1014.70
9415144 20050508 16:00   2.200  91.000   2.900  13.700  17.200 1014.70
9415144 20050508 16:06   2.400  88.000   3.200  13.700  17.200 1014.70
9415144 20050508 16:12   1.500  85.000   2.700  13.700  17.200 1014.50
9415144 20050508 16:18   1.500  88.000   2.700  13.800  17.400 1014.60
9415144 20050508 16:24   1.300 100.000   2.200  13.800  17.400 1014.80
9415144 20050508 16:30   1.300 111.000   2.800  13.900  17.500 1014.80
9415144 20050508 16:36   1.100 107.000   2.500  14.000  17.500 1014.60
9415144 20050508 16:42   1.700  94.000   3.000  13.800  17.600 1014.30
9415144 20050508 16:48   2.400  87.000   3.000  13.800  17.700 1014.60
9415144 20050508 16:54   0.600 125.000   2.200  14.000  17.700 1014.60
9415144 20050508 17:00   0.800  98.000   1.000  13.800  17.700 1014.50
9415144 20050508 17:06   1.200  98.000   2.200  13.800  17.700 1014.30
9415144 20050508 17:12   1.300  95.000   2.700  13.800  17.700 1014.20
9415144 20050508 17:18   2.800  88.000   3.300  13.900  17.700 1014.10
9415144 20050508 17:24   2.000  85.000   3.600  14.100  17.700 1014.20
9415144 20050508 17:30   0.800  96.000   2.200  14.100  17.700 1014.40
9415144 20050508 17:36   0.700 115.000   2.400  14.200  17.800 1014.40
9415144 20050508 17:42   1.400 119.000   2.500  14.400  17.800 1014.20
9415144 20050508 17:48   3.100 144.000   4.300  14.800  17.800 1014.20
9415144 20050508 17:54   2.900 152.000   4.800  14.900  17.800 1014.30
9415144 20050508 18:00   2.700 147.000   4.100  15.000  17.800 1014.20
9415144 20050508 18:06   0.700 154.000   3.500  15.000  17.800 1014.30
9415144 20050508 18:12   0.500 147.000   2.200  15.100  17.800 1014.30
9415144 20050508 18:18   0.900 145.000   2.700  15.100  17.900 1014.30
9415144 20050508 18:24   1.400  87.000   2.900  14.600  17.900 1014.20
9415144 20050508 18:30   2.100  77.000   3.000  14.400  17.900 1014.30
9415144 20050508 18:36   2.100  89.000   3.100  14.400  17.900 1014.20
9415144 20050508 18:42   2.800  73.000   3.800  14.400  17.900 1014.30
9415144 20050508 18:48   4.000  72.000   4.700  14.300  17.900 1014.00
9415144 20050508 18:54   3.700  80.000   5.300  14.300  17.900 1014.10
9415144 20050508 19:00   4.500  84.000   4.900  14.400  17.900 1014.10
9415144 20050508 19:06   3.700  97.000   5.500  14.300  17.900 1014.20
9415144 20050508 19:12   2.400 140.000   4.700  14.700  17.900 1014.20
9415144 20050508 19:18   3.100 146.000   4.000  14.800  17.900 1014.00
9415144 20050508 19:24   2.300 139.000   4.300  14.900  17.900 1013.80
9415144 20050508 19:30   1.700 130.000   3.100  14.900  17.900 1013.70
9415144 20050508 19:36   2.300 133.000   3.100  14.900  17.900 1013.80
9415144 20050508 19:42   0.800 138.000   2.900  15.100  17.900 1013.80
9415144 20050508 19:48   1.400 145.000   2.800  15.300  17.900 1013.70
9415144 20050508 19:54   4.700 149.000   6.400  15.600  17.900 1013.60
9415144 20050508 20:00   3.500 148.000   5.000  15.700  17.900 1013.40
9415144 20050508 20:06   4.800 160.000   7.700  15.700  17.900 1013.50
9415144 20050508 20:12   4.700 138.000   6.300  15.600  17.900 1013.40
9415144 20050508 20:18   4.200 142.000   5.800  15.600  17.900 1013.50
9415144 20050508 20:24   3.400 146.000   4.900  15.400  17.900 1013.50
9415144 20050508 20:30   3.300 144.000   5.200  15.500  17.900 1013.50
9415144 20050508 20:36   3.600 148.000   7.000  15.700  17.900 1013.20
9415144 20050508 20:42   5.300 164.000   7.500  15.800  17.900 1013.20
9415144 20050508 20:48   4.500 166.000   5.800  15.900  17.900 1013.30
9415144 20050508 20:54   5.700 168.000   7.800  15.900  17.900 1013.30
9415144 20050508 21:00   4.400 165.000   6.400  16.000  17.900 1013.30
9415144 20050508 21:06   5.200 153.000   7.500  16.100  17.900 1013.10
9415144 20050508 21:12   4.800 155.000   5.800  16.500  17.900 1012.90
9415144 20050508 21:18   6.100 168.000   8.200  16.700  17.800 1012.90
9415144 20050508 21:24   5.900 169.000   8.900  16.600  17.800 1012.90
9415144 20050508 21:30   5.500 156.000   8.200  16.700  17.800 1012.90
9415144 20050508 21:36   6.000 166.000   8.200  16.800  17.800 1012.70
9415144 20050508 21:42   4.700 147.000   7.300  16.900  17.800 1012.70
9415144 20050508 21:48   3.500 173.000   6.500  17.100  17.800        
9415144 20050508 21:54   4.900 171.000   7.000  17.200  17.800 1012.60
9415144 20050508 22:00   4.700 175.000   7.200  17.100  17.800 1012.50
9415144 20050508 22:06   3.800 190.000   8.000  17.100  17.800 1012.20
9415144 20050508 22:12   5.700 169.000   8.600  17.400  17.800 1012.20
